Longitude,Latitude,Field,Dataset,Product - Name,Obj. Id,Distance(ft),Track(deg),Duration(s),Elevation(ft),Time,Area Count,Swth Wdth(ft),Diff Status,Crop Flw(M)(lb/s),Moisture(%),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Work State,Y Offset(ft),Sky Cond,Wind Speed(mph),Wind Dir,Air Temp(¡F),Humidity(%),Soil Tex,Soil Cond,Soil Moist,Crop Resid,Nozzle PN,Pass Num,Speed(mph),Prod(ac/h),Crop Flw(V)(bu/h),Date
-86.16916267,40.96817882,CHURCH17,15/10/09-18:03:18,SOYBEANS,552,6.211,0.1,1,826.96,10/9/15,On,34,Yes,19.67,13.9,4057.2,67.62,4015.2,66.92,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.235,17.45,1180,10/9/15
-86.16916265,40.96819701,CHURCH17,15/10/09-18:03:18,SOYBEANS,553,6.463,0,1,827.05,10/9/15,On,34,Yes,20.5,13.8,4064.3,67.74,4027,67.12,In,0.5,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.407,18.16,1230.2,10/9/15
-86.16916226,40.96821471,CHURCH17,15/10/09-18:03:18,SOYBEANS,554,6.542,1.1,1,827.21,10/9/15,On,34,Yes,19.24,13.3,3767.9,62.8,3754.9,62.58,In,0.502,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.46,18.38,1154.4,10/9/15
-86.16916213,40.96823272,CHURCH17,15/10/09-18:03:18,SOYBEANS,555,6.398,0.2,1,827.31,10/9/15,On,34,Yes,20.21,13.7,4048.2,67.47,4015.6,66.93,In,0.5,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.362,17.98,1212.9,10/9/15
-86.16916199,40.96825017,CHURCH17,15/10/09-18:03:18,SOYBEANS,556,6.306,0.4,1,827.47,10/9/15,On,34,Yes,18.81,13.8,3821.5,63.69,3786.4,63.11,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.299,17.72,1128.5,10/9/15
-86.16916184,40.96826782,CHURCH17,15/10/09-18:03:18,SOYBEANS,557,6.529,0.4,1,827.63,10/9/15,On,34,Yes,20.56,13.9,4034.9,67.25,3993.2,66.55,In,0.5,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.452,18.35,1233.7,10/9/15
-86.16916178,40.96828579,CHURCH17,15/10/09-18:03:18,SOYBEANS,558,6.378,0.1,1,827.67,10/9/15,On,34,Yes,21.27,13.6,4273,71.22,4243.5,70.73,In,0.503,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.349,17.92,1276.3,10/9/15
-86.16916171,40.96830404,CHURCH17,15/10/09-18:03:18,SOYBEANS,559,6.581,0.2,1,827.69,10/9/15,On,34,Yes,19.98,13.7,3889.2,64.82,3857.9,64.3,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.487,18.49,1198.7,10/9/15
-86.16916159,40.96832175,CHURCH17,15/10/09-18:03:18,SOYBEANS,560,6.385,0.3,1,827.76,10/9/15,On,34,Yes,20.74,14,4162.4,69.37,4114.5,68.58,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.353,17.94,1244.5,10/9/15
-86.16916161,40.96833968,CHURCH17,15/10/09-18:03:18,SOYBEANS,561,6.378,359.9,1,827.8,10/9/15,On,34,Yes,19.69,14.1,3955.3,65.92,3905.2,65.09,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.349,17.92,1181.4,10/9/15
-86.16916121,40.96835773,CHURCH17,15/10/09-18:03:18,SOYBEANS,562,6.522,1.1,1,827.72,10/9/15,On,34,Yes,22.28,14,4375.7,72.93,4325.4,72.09,In,0.5,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.447,18.33,1336.5,10/9/15
-86.1691608,40.96837586,CHURCH17,15/10/09-18:03:18,SOYBEANS,563,6.562,1,1,827.61,10/9/15,On,34,Yes,20.04,13.8,3913.3,65.22,3877.4,64.62,In,0.5,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.474,18.44,1202.5,10/9/15
-86.16916063,40.96839372,CHURCH17,15/10/09-18:03:18,SOYBEANS,564,6.417,0.4,1,827.56,10/9/15,On,34,Yes,22.16,14.3,4424.6,73.74,4358.5,72.64,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.375,18.03,1329.7,10/9/15
-86.16915994,40.96841179,CHURCH17,15/10/09-18:03:18,SOYBEANS,565,6.529,1.8,1,827.46,10/9/15,On,34,Yes,21.55,14.3,4229.6,70.49,4166.4,69.44,In,0.503,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.452,18.35,1293.2,10/9/15
-86.16915926,40.96842962,CHURCH17,15/10/09-18:03:18,SOYBEANS,566,6.391,1.6,1,827.37,10/9/15,On,34,Yes,23.97,14.3,4804.8,80.08,4733,78.88,In,0.5,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.358,17.96,1438.1,10/9/15
-86.16915904,40.96844737,CHURCH17,15/10/09-18:03:18,SOYBEANS,567,6.371,0.4,1,827.32,10/9/15,On,34,Yes,23.47,13.8,4718.6,78.64,4675.2,77.92,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.344,17.9,1407.9,10/9/15
-86.16915865,40.96846522,CHURCH17,15/10/09-18:03:18,SOYBEANS,568,6.575,1,1,827.28,10/9/15,On,34,Yes,22.78,13.5,4439.1,73.99,4413.6,73.56,In,0.502,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.483,18.47,1366.8,10/9/15
-86.16915823,40.96848312,CHURCH17,15/10/09-18:03:18,SOYBEANS,569,6.289,1,1,827.15,10/9/15,On,34,Yes,22.75,13.8,4634.2,77.24,4591.6,76.53,In,0.503,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.288,17.67,1364.9,10/9/15
-86.16915788,40.96850095,CHURCH17,15/10/09-18:03:18,SOYBEANS,570,6.568,0.8,1,827.01,10/9/15,On,34,Yes,23.78,13.9,4638.1,77.3,4590.1,76.5,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.478,18.46,1426.7,10/9/15
-86.16915777,40.9685185,CHURCH17,15/10/09-18:03:18,SOYBEANS,571,6.385,0.2,1,827,10/9/15,On,34,Yes,23.46,13.9,4708.7,78.48,4660,77.67,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.353,17.94,1407.9,10/9/15
-86.1691576,40.9685361,CHURCH17,15/10/09-18:03:18,SOYBEANS,572,6.165,0.5,1,827.03,10/9/15,On,34,Yes,21.65,13.5,4499.9,75,4474,74.57,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.203,17.32,1299.1,10/9/15
-86.16915675,40.96855393,CHURCH17,15/10/09-18:03:18,SOYBEANS,573,6.385,2.2,1,826.93,10/9/15,On,34,Yes,23.36,13.8,4686.9,78.12,4643.8,77.4,In,0.503,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.353,17.94,1401.4,10/9/15
-86.16915574,40.96857164,CHURCH17,15/10/09-18:03:18,SOYBEANS,574,6.549,2.5,1,826.89,10/9/15,On,34,Yes,20.19,14,3951,65.85,3905.6,65.09,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.465,18.4,1211.7,10/9/15
-86.16915499,40.96858925,CHURCH17,15/10/09-18:03:18,SOYBEANS,575,6.325,1.8,1,826.87,10/9/15,On,34,Yes,23.1,14,4679.7,77.99,4625.9,77.1,In,0.502,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.313,17.77,1386.2,10/9/15
-86.16915479,40.96860688,CHURCH17,15/10/09-18:03:18,SOYBEANS,576,6.45,0.3,1,826.87,10/9/15,On,34,Yes,22.23,13.7,4414.6,73.58,4379.1,72.99,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.398,18.12,1333.5,10/9/15
-86.16915479,40.96862468,CHURCH17,15/10/09-18:03:18,SOYBEANS,577,6.45,360,1,826.79,10/9/15,On,34,Yes,21.45,13.6,4259.8,71,4230.4,70.51,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.398,18.12,1286.7,10/9/15
-86.16915495,40.96864214,CHURCH17,15/10/09-18:03:18,SOYBEANS,578,6.296,359.6,1,826.76,10/9/15,On,34,Yes,21.31,14,4336.5,72.28,4286.7,71.44,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.293,17.69,1278.6,10/9/15
-86.16915435,40.96865952,CHURCH17,15/10/09-18:03:18,SOYBEANS,579,6.476,1.7,1,826.76,10/9/15,On,34,Yes,23.12,14,4574.7,76.24,4522.1,75.37,In,0.5,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.416,18.2,1387.5,10/9/15
-86.16915348,40.9686772,CHURCH17,15/10/09-18:03:18,SOYBEANS,580,6.385,2.2,1,826.71,10/9/15,On,34,Yes,23.22,14,4660.2,77.67,4606.7,76.78,In,0.502,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.353,17.94,1393.4,10/9/15
-86.16915298,40.96869455,CHURCH17,15/10/09-18:03:18,SOYBEANS,581,6.178,1.1,1,826.74,10/9/15,On,34,Yes,21.93,13.6,4548.9,75.81,4517.5,75.29,In,0.5,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.212,17.36,1316.1,10/9/15
-86.16915172,40.96871208,CHURCH17,15/10/09-18:03:18,SOYBEANS,582,6.306,3.4,1,826.73,10/9/15,On,34,Yes,24.43,13.8,4963.2,82.72,4917.6,81.96,In,0.502,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.299,17.72,1465.7,10/9/15
-86.16915118,40.96872995,CHURCH17,15/10/09-18:03:18,SOYBEANS,583,6.476,1.1,1,826.62,10/9/15,On,34,Yes,21.9,13.9,4332.2,72.2,4287.4,71.46,In,0.502,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.416,18.2,1313.9,10/9/15
-86.16915097,40.96874746,CHURCH17,15/10/09-18:03:18,SOYBEANS,584,6.463,0.4,1,826.58,10/9/15,On,34,Yes,23.94,13.9,4745.2,79.09,4696.1,78.27,In,0.5,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.407,18.16,1436.3,10/9/15
-86.16915049,40.96876494,CHURCH17,15/10/09-18:03:18,SOYBEANS,585,6.27,1.3,1,826.56,10/9/15,On,34,Yes,22.99,13.5,4698.7,78.31,4671.7,77.86,In,0.502,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.275,17.62,1379.6,10/9/15
-86.16914965,40.96878266,CHURCH17,15/10/09-18:03:18,SOYBEANS,586,6.319,2.1,1,826.53,10/9/15,On,34,Yes,23.89,13.8,4844.3,80.74,4799.7,80,In,0.502,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.308,17.76,1433.5,10/9/15
-86.16914906,40.96880014,CHURCH17,15/10/09-18:03:18,SOYBEANS,587,6.263,1.4,1,826.52,10/9/15,On,34,Yes,22.12,13.9,4525.6,75.43,4478.8,74.65,In,0.503,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.27,17.6,1327.4,10/9/15
-86.16914878,40.96881763,CHURCH17,15/10/09-18:03:18,SOYBEANS,588,6.296,0.6,1,826.5,10/9/15,On,34,Yes,25.23,14,5133.9,85.57,5074.9,84.58,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.293,17.69,1513.7,10/9/15
-86.1691485,40.96883505,CHURCH17,15/10/09-18:03:18,SOYBEANS,589,6.562,0.7,1,826.5,10/9/15,On,34,Yes,24.29,13.6,4741.9,79.03,4709.2,78.49,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.474,18.44,1457.1,10/9/15
-86.16914831,40.96885275,CHURCH17,15/10/09-18:03:18,SOYBEANS,590,6.184,0.4,1,826.42,10/9/15,On,34,Yes,21.47,13.5,4447,74.12,4421.5,73.69,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.217,17.38,1287.9,10/9/15
-86.16914789,40.96887053,CHURCH17,15/10/09-18:03:18,SOYBEANS,591,6.289,1.1,1,826.35,10/9/15,On,34,Yes,23.52,13.9,4790.3,79.84,4740.7,79.01,In,0.503,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.288,17.67,1410.9,10/9/15
-86.16914748,40.96888786,CHURCH17,15/10/09-18:03:18,SOYBEANS,592,6.312,1,1,826.37,10/9/15,On,34,Yes,22.42,14,4549.8,75.83,4497.5,74.96,In,0.5,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.304,17.74,1345,10/9/15
-86.16914749,40.96890565,CHURCH17,15/10/09-18:03:18,SOYBEANS,593,6.368,359.9,1,826.34,10/9/15,On,34,Yes,23.01,14.1,4628.9,77.15,4570.4,76.17,In,0.503,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.342,17.89,1380.5,10/9/15
-86.16914781,40.96892347,CHURCH17,15/10/09-18:03:18,SOYBEANS,594,6.385,359.1,1,826.19,10/9/15,On,34,Yes,21.7,13.7,4354.8,72.58,4319.7,72,In,0.502,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.353,17.94,1302,10/9/15
-86.1691481,40.9689412,CHURCH17,15/10/09-18:03:18,SOYBEANS,595,6.457,359.3,1,826.12,10/9/15,On,34,Yes,22.24,13.8,4412.5,73.54,4371.9,72.87,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.402,18.14,1334.2,10/9/15
-86.16914819,40.96895898,CHURCH17,15/10/09-18:03:18,SOYBEANS,596,6.368,359.8,1,826.07,10/9/15,On,34,Yes,22.42,14,4510.6,75.18,4458.7,74.31,In,0.5,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.342,17.89,1345.2,10/9/15
-86.16914841,40.96897668,CHURCH17,15/10/09-18:03:18,SOYBEANS,597,6.588,359.4,1,826.04,10/9/15,On,34,Yes,22.82,14.1,4437.9,73.96,4381.8,73.03,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.492,18.51,1369.2,10/9/15
-86.16914875,40.96899467,CHURCH17,15/10/09-18:03:18,SOYBEANS,598,6.457,359.2,1,825.99,10/9/15,On,34,Yes,22.83,14,4531.1,75.52,4479.1,74.65,In,0.503,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.402,18.14,1370.1,10/9/15
-86.16914875,40.96901268,CHURCH17,15/10/09-18:03:18,SOYBEANS,599,6.483,0.1,1,825.89,10/9/15,On,34,Yes,24.69,13.5,4879.2,81.32,4851.2,80.85,In,0.503,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.42,18.22,1481.3,10/9/15
-86.1691491,40.96903032,CHURCH17,15/10/09-18:03:18,SOYBEANS,600,6.568,359,1,825.92,10/9/15,On,34,Yes,23.95,13.8,4671,77.85,4628.1,77.13,In,0.5,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.478,18.46,1436.8,10/9/15
-86.16914938,40.969048,CHURCH17,15/10/09-18:03:18,SOYBEANS,601,6.47,359.3,1,825.98,10/9/15,On,34,Yes,23.93,13.9,4738.2,78.97,4689.2,78.15,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.411,18.18,1435.6,10/9/15
-86.1691494,40.96906588,CHURCH17,15/10/09-18:03:18,SOYBEANS,602,6.463,0,1,825.94,10/9/15,On,34,Yes,20.84,13.9,4130.4,68.84,4087.7,68.13,In,0.503,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.407,18.16,1250.2,10/9/15
-86.16914952,40.9690838,CHURCH17,15/10/09-18:03:18,SOYBEANS,603,6.45,359.7,1,825.94,10/9/15,On,34,Yes,23.21,13.5,4609.4,76.82,4582.9,76.38,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.398,18.12,1392.3,10/9/15
-86.16914928,40.96910116,CHURCH17,15/10/09-18:03:18,SOYBEANS,604,6.368,0.7,1,826.07,10/9/15,On,34,Yes,22.63,13.8,4552.2,75.87,4510.4,75.17,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.342,17.89,1357.6,10/9/15
-86.16914885,40.96911917,CHURCH17,15/10/09-18:03:18,SOYBEANS,605,6.575,1.1,1,826.12,10/9/15,On,34,Yes,24.33,14,4740.3,79,4685.8,78.1,In,0.5,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.483,18.47,1459.5,10/9/15
-86.16914855,40.96913684,CHURCH17,15/10/09-18:03:18,SOYBEANS,606,6.302,0.7,1,826.2,10/9/15,On,34,Yes,22.42,14,4558.1,75.97,4505.7,75.1,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.297,17.71,1345.3,10/9/15
-86.16914822,40.96915472,CHURCH17,15/10/09-18:03:18,SOYBEANS,607,6.476,0.8,1,826.29,10/9/15,On,34,Yes,23.74,13.7,4695.7,78.26,4657.9,77.63,In,0.5,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.416,18.2,1424.2,10/9/15
-86.16914758,40.96917288,CHURCH17,15/10/09-18:03:18,SOYBEANS,608,6.542,1.6,1,826.28,10/9/15,On,34,Yes,26.99,13.4,5285.8,88.1,5261.5,87.69,In,0.5,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.46,18.38,1619.4,10/9/15
-86.16914699,40.96919077,CHURCH17,15/10/09-18:03:18,SOYBEANS,609,6.66,1.4,1,826.31,10/9/15,On,34,Yes,21.33,13.7,4103.1,68.38,4070.1,67.83,In,0.5,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.541,18.71,1279.7,10/9/15
-86.16914681,40.96920896,CHURCH17,15/10/09-18:03:18,SOYBEANS,610,6.45,0.3,1,826.35,10/9/15,On,34,Yes,22.96,13.9,4561.4,76.02,4514.2,75.24,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.398,18.12,1377.8,10/9/15
-86.16914658,40.96922717,CHURCH17,15/10/09-18:03:18,SOYBEANS,611,6.496,0.6,1,826.3,10/9/15,On,34,Yes,21.14,14,4168.7,69.48,4120.8,68.68,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.429,18.25,1268.2,10/9/15
-86.1691468,40.9692451,CHURCH17,15/10/09-18:03:18,SOYBEANS,612,6.457,359.4,1,826.36,10/9/15,On,34,Yes,21.1,13.5,4187.4,69.79,4163.3,69.39,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.402,18.14,1266.2,10/9/15
-86.16914634,40.96926288,CHURCH17,15/10/09-18:03:18,SOYBEANS,613,6.47,1.3,1,826.41,10/9/15,On,34,Yes,23,13.8,4554.2,75.9,4512.3,75.21,In,0.5,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.411,18.18,1379.9,10/9/15
-86.16914592,40.96928065,CHURCH17,15/10/09-18:03:18,SOYBEANS,614,6.483,1,1,826.4,10/9/15,On,34,Yes,22.04,14,4355,72.58,4305,71.75,In,0.503,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.42,18.22,1322.2,10/9/15
-86.16914502,40.96929903,CHURCH17,15/10/09-18:03:18,SOYBEANS,615,6.667,2.2,1,826.37,10/9/15,On,34,Yes,23.52,14,4521,75.35,4469.1,74.48,In,0.5,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.545,18.73,1411.5,10/9/15
-86.16914415,40.96931711,CHURCH17,15/10/09-18:03:18,SOYBEANS,616,6.348,2.1,1,826.32,10/9/15,On,34,Yes,24.98,13.5,5042.3,84.04,5013.3,83.56,In,0.5,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.328,17.84,1499.1,10/9/15
-86.16914321,40.969335,CHURCH17,15/10/09-18:03:18,SOYBEANS,617,6.562,2.3,1,826.36,10/9/15,On,34,Yes,24.75,13.7,4833.4,80.56,4794.5,79.91,In,0.503,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.474,18.44,1485.3,10/9/15
-86.16914162,40.96935307,CHURCH17,15/10/09-18:03:18,SOYBEANS,618,6.667,4,1,826.23,10/9/15,On,34,Yes,22.98,13.9,4415.6,73.59,4369.9,72.83,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.545,18.73,1378.6,10/9/15
-86.16914049,40.96937109,CHURCH17,15/10/09-18:03:18,SOYBEANS,619,6.47,2.6,1,826.16,10/9/15,On,34,Yes,25.75,14,5099.7,85,5041.1,84.02,In,0.502,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.411,18.18,1545.2,10/9/15
-86.16913938,40.96938909,CHURCH17,15/10/09-18:03:18,SOYBEANS,620,6.581,2.7,1,826.01,10/9/15,On,34,Yes,23.41,13.6,4557.8,75.96,4526.4,75.44,In,0.502,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.487,18.49,1404.8,10/9/15
-86.16913842,40.96940689,CHURCH17,15/10/09-18:03:18,SOYBEANS,621,6.614,2.3,1,825.94,10/9/15,On,34,Yes,24.99,13.6,4840.7,80.68,4807.3,80.12,In,0.503,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.51,18.58,1499.4,10/9/15
-86.16913759,40.96942479,CHURCH17,15/10/09-18:03:18,SOYBEANS,622,6.49,2,1,825.73,10/9/15,On,34,Yes,21.34,13.9,4213,70.22,4169.4,69.49,In,0.5,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.425,18.23,1280.4,10/9/15
-86.16913708,40.96944252,CHURCH17,15/10/09-18:03:18,SOYBEANS,623,6.463,1.2,1,825.65,10/9/15,On,34,Yes,22.97,13.9,4552.8,75.88,4505.7,75.09,In,0.5,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.407,18.16,1378,10/9/15
-86.16913597,40.96946048,CHURCH17,15/10/09-18:03:18,SOYBEANS,624,6.549,2.9,1,825.73,10/9/15,On,34,Yes,25.22,13.5,4933.3,82.22,4904.9,81.75,In,0.502,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.465,18.4,1512.9,10/9/15
-86.16913487,40.96947839,CHURCH17,15/10/09-18:03:18,SOYBEANS,625,6.562,2.6,1,825.67,10/9/15,On,34,Yes,20.35,13.5,3972.7,66.21,3949.9,65.83,In,0.502,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.474,18.44,1220.8,10/9/15
-86.16913359,40.96949598,CHURCH17,15/10/09-18:03:18,SOYBEANS,626,6.483,3.2,1,825.61,10/9/15,On,34,Yes,22.76,13.8,4497.6,74.96,4456.3,74.27,In,0.502,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.42,18.22,1365.5,10/9/15
-86.16913235,40.96951381,CHURCH17,15/10/09-18:03:18,SOYBEANS,627,6.549,3,1,825.58,10/9/15,On,34,Yes,22.27,14,4356.4,72.61,4306.4,71.77,In,0.502,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.465,18.4,1336,10/9/15
-86.16913135,40.96953103,CHURCH17,15/10/09-18:03:18,SOYBEANS,628,6.325,2.5,1,825.62,10/9/15,On,34,Yes,21.57,13.7,4368.1,72.8,4333,72.22,In,0.503,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.313,17.77,1293.9,10/9/15
-86.16913082,40.96954873,CHURCH17,15/10/09-18:03:18,SOYBEANS,629,6.45,1.2,1,825.57,10/9/15,On,34,Yes,13.41,13.5,2662.8,44.38,2647.5,44.12,In,0.502,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.398,18.12,804.33,10/9/15
-86.16913064,40.96956642,CHURCH17,15/10/09-18:03:18,SOYBEANS,630,6.385,0.4,1,825.57,10/9/15,On,34,Yes,8.356,13.9,1676.9,27.95,1659.5,27.66,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.353,17.94,501.37,10/9/15
-86.16913108,40.96958492,CHURCH17,15/10/09-18:03:18,SOYBEANS,631,6.263,358.8,1,825.57,10/9/15,On,34,Yes,5.171,14,1057.9,17.63,1045.7,17.43,In,0.5,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.27,17.6,310.28,10/9/15
-86.16913171,40.96960181,CHURCH17,15/10/09-18:03:18,SOYBEANS,632,6.302,358.3,1,825.87,10/9/15,On,34,Yes,3.686,14,749.31,12.49,740.7,12.34,In,0.502,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.297,17.71,221.16,10/9/15
-86.16913117,40.96961974,CHURCH17,15/10/09-18:03:18,SOYBEANS,633,6.575,1.6,1,825.99,10/9/15,On,34,Yes,2.153,14.1,419.53,6.992,414.23,6.904,In,0.5,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,7,4.483,18.47,129.17,10/9/15
-86.16913299,40.96954175,CHURCH17,15/10/09-18:03:18,SOYBEANS,634,5.135,261.6,1,825.77,10/9/15,On,34,Yes,1.225,14.4,305.67,5.095,300.75,5.013,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,8,3.501,14.43,73.5,10/9/15
-86.16915178,40.96953966,CHURCH17,15/10/09-18:03:18,SOYBEANS,635,5.18,261.6,1,825.65,10/9/15,On,34,Yes,4.857,14.4,1201.2,20.02,1181.9,19.7,In,0.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,8,3.532,14.56,291.42,10/9/15
-86.16916987,40.96953795,CHURCH17,15/10/09-18:03:18,SOYBEANS,636,5.19,263,1,825.69,10/9/15,On,34,Yes,9.364,14.4,2311.6,38.53,2274.4,37.91,In,0.5,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,8,3.539,14.58,561.87,10/9/15
-86.16918949,40.96953645,CHURCH17,15/10/09-18:03:18,SOYBEANS,637,5.308,264.4,1,825.48,10/9/15,On,34,Yes,13.15,14.4,3174.7,52.91,3123.6,52.06,In,0.498,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,8,3.619,14.92,789.22,10/9/15
